0,1,2,3,4
0,30796.262857142858,49,31500.0,2.90464
0,27576.152857142857,6,28200.0,0.6677200000000001
0,59379.49571428572,23,60000.0,0.57412
0,29257.454285714284,57,30000.0,3.99128
0,26976.152857142857,6,27600.0,0.6677200000000001
0,43997.06428571429,50,44700.0,2.8822
0,39506.52714285714,48,40200.0,2.61724
48,54900.0,0,55611.18571428571,3.1132
7,19500.0,0,20134.724285714285,0.97228
21,46500.0,0,47176.892857142855,2.153
0,82460.32714285715,28,83100.0,1.11084
0,41966.61428571429,4,42600.0,0.9348
14,73200.0,0,73887.44142857143,2.44836
20,55200.0,0,55871.95142857143,2.01464
57,42000.0,0,42743.59857142857,4.02076
24,58800.0,0,59419.06857142857,0.53392
0,5286.091428571429,51,6000.0,3.1894400000000003
0,61954.36428571429,42,62700.0,4.0778
0,33579.49571428572,23,34200.0,0.57412
6,32700.0,0,33324.205714285716,0.67776
47,42600.0,0,43292.24,2.5827199999999997
0,79751.13285714286,29,80400.0,1.36828
40,53700.0,0,54418.03571428572,3.305
0,62956.56857142857,8,63600.0,1.21608
0,37074.48714285714,53,37800.0,3.5143600000000004
26,37800.0,0,38428.862857142856,0.80816
15,54000.0,0,54694.29285714286,2.6401999999999997
47,79200.0,0,79892.24,2.5827199999999997
0,44331.514285714286,14,45000.0,1.9176
0,53047.23,9,53700.0,1.47756
47,79500.0,0,80192.24,2.5827199999999997
0,37954.36428571429,42,38700.0,4.0778
0,60760.41,46,61500.0,3.90852
6,21600.0,0,22224.205714285716,0.67776
0,80975.29142857142,3,81600.0,0.69184
0,49160.327142857146,28,49800.0,1.11084
0,27265.634285714284,7,27900.0,0.96224
0,80371.51,26,81000.0,0.7977200000000001
0,4686.091428571429,51,5400.0,3.1894400000000003
2,40200.0,0,40814.52285714286,0.40664
0,-20.50428571428571,23,600.0,0.57412
32,28200.0,0,28856.935714285715,1.5942
0,43170.817142857144,25,43800.0,0.8171200000000001
16,49800.0,0,50459.06428571429,1.6538
0,34770.817142857144,25,35400.0,0.8171200000000001
0,24211.905714285713,21,24900.0,2.46664
0,-320.50428571428574,23,300.0,0.57412
0,27276.152857142857,6,27900.0,0.6677200000000001
0,32396.871428571427,11,33000.0,0.0876
0,37654.31428571429,40,38400.0,4.0792
51,56700.0,0,57413.93142857143,3.19008
