0,1,2,3,4
0,78551.96142857143,30,79200.0,1.34508
11,65400.0,0,66003.12857142858,0.0876
0,76796.87142857142,11,77400.0,0.0876
11,65700.0,0,66303.12857142858,0.0876
17,53400.0,0,54065.43571428571,1.8322
38,78000.0,0,78707.55285714286,3.01148
0,68692.67571428571,5,69300.0,0.20508
32,27000.0,0,27656.935714285715,1.5942
46,84000.0,0,84741.13142857143,3.95168
49,79800.0,0,80503.75571428571,2.90516
0,47351.13285714286,29,48000.0,1.36828
0,2918.397142857143,35,3600.0,2.28488
0,576.1528571428571,6,1200.0,0.6677200000000001
0,80007.77142857143,47,80700.0,2.5824000000000003
0,48167.62,55,48900.0,3.70664
17,42000.0,0,42665.43571428571,1.8322
0,42543.45714285714,32,43200.0,1.5832000000000002
0,37400.44857142857,17,38100.0,2.78744
0,57547.23,9,58200.0,1.47756
0,60767.62,55,61500.0,3.70664
0,25433.141428571427,34,26100.0,1.87204
7,44100.0,0,44734.724285714285,0.97228
0,60154.31428571429,40,60900.0,4.0792
0,50347.23,9,51000.0,1.47756
0,47567.62,55,48300.0,3.70664
0,59898.47714285714,43,60600.0,2.84264
0,26594.077142857142,16,27300.0,2.96584
11,74100.0,0,74703.12857142858,0.0876
0,45198.47714285714,43,45900.0,2.84264
0,60576.15285714286,6,61200.0,0.6677200000000001
0,53874.48714285714,53,54600.0,3.5143600000000004
14,42000.0,0,42687.44142857143,2.44836
47,65400.0,0,66092.24,2.5827199999999997
38,69300.0,0,70007.55285714286,3.01148
0,62900.44857142857,17,63600.0,2.78744
31,86700.0,0,87358.71714285715,1.64408
29,74700.0,0,75348.87714285715,1.36856
29,59400.0,0,60048.87714285714,1.36856
0,55125.90571428571,37,55800.0,2.07464
0,53992.67571428572,5,54600.0,0.20508
0,37779.49571428572,23,38400.0,0.57412
30,49800.0,0,50448.43142857143,1.35608
0,39807.77142857143,47,40500.0,2.5824000000000003
0,27774.487142857142,53,28500.0,3.5143600000000004
0,37151.13285714286,29,37800.0,1.36828
11,75000.0,0,75603.12857142858,0.0876
0,72806.52714285714,48,73500.0,2.61724
45,44400.0,0,45112.328571428574,3.1452
50,73500.0,0,74220.65285714286,3.37828
0,68938.36571428571,15,69600.0,1.72576
8,59100.0,0,59743.782857142854,1.22592
52,50700.0,0,51416.01714285714,3.2484800000000003
0,63494.077142857146,16,64200.0,2.96584
16,70200.0,0,70859.06428571428,1.6538
0,30518.397142857146,35,31200.0,2.28488
1,23100.0,0,23707.08,0.19824
