0,1,2,3,4
46,83100.0,0,83841.13142857143,3.95168
10,64200.0,0,64803.47142857143,0.0972
0,48187.572857142855,52,48900.0,3.1479600000000003
31,81300.0,0,81958.71714285715,1.64408
5,77700.0,0,78307.32428571429,0.20508
0,51200.44857142857,17,51900.0,2.78744
30,64800.0,0,65448.43142857143,1.35608
23,84000.0,0,84620.50428571428,0.57412
19,50100.0,0,50766.89428571428,1.87304
0,56600.44857142857,17,57300.0,2.78744
0,37387.572857142855,52,38100.0,3.1479600000000003
0,58067.62,55,58800.0,3.70664
29,21000.0,0,21648.87714285714,1.36856
0,35260.41,46,36000.0,3.90852
0,33875.29142857143,3,34500.0,0.69184
49,60900.0,0,61603.75571428571,2.90516
11,40500.0,0,41103.12857142857,0.0876
0,72565.63428571429,7,73200.0,0.96224
16,61800.0,0,62459.06428571429,1.6538
5,77100.0,0,77707.32428571429,0.20508
43,69300.0,0,70002.39,2.86692
0,54860.327142857146,28,55500.0,1.11084
0,80318.39714285714,35,81000.0,2.28488
0,-1256.5428571428572,32,-600.0,1.5832000000000002
0,1700.4485714285715,17,2400.0,2.78744
48,22200.0,0,22911.185714285715,3.1132
0,45896.52857142857,10,46500.0,0.0972
27,78300.0,0,78938.31857142856,1.07292
0,29867.62,55,30600.0,3.70664
36,40500.0,0,41198.15285714286,2.7482800000000003
0,58796.52857142857,10,59400.0,0.0972
6,67500.0,0,68124.20571428571,0.67776
30,25800.0,0,26448.431428571428,1.35608
0,49060.41,46,49800.0,3.90852
0,29567.62,55,30300.0,3.70664
0,25674.18857142857,36,26400.0,3.52272
0,26992.92,1,27600.0,0.19824
0,43143.45714285714,32,43800.0,1.5832000000000002
0,64967.62,55,65700.0,3.70664
0,31401.907142857144,19,32100.0,2.7466
47,65400.0,0,66092.24,2.5827199999999997
28,54000.0,0,54640.067142857144,1.1218800000000002
51,51000.0,0,51713.93142857143,3.19008
33,51900.0,0,52569.01857142857,1.93252
44,25200.0,0,25936.484285714287,3.82156
30,65100.0,0,65748.43142857144,1.35608
5,77400.0,0,78007.32428571429,0.20508
0,61476.15285714286,6,62100.0,0.6677200000000001
0,58131.514285714286,14,58800.0,1.9176
33,79500.0,0,80169.01857142858,1.93252
0,63194.077142857146,16,63900.0,2.96584
40,53100.0,0,53818.03571428572,3.305
23,51900.0,0,52520.50428571428,0.57412
