0,1,2,3,4
0,78279.49571428572,23,78900.0,0.57412
0,43996.26285714286,49,44700.0,2.90464
38,24600.0,0,25307.55285714286,3.01148
53,38100.0,0,38825.52428571429,3.51468
0,-338.30857142857144,27,300.0,1.07264
0,41692.67571428572,5,42300.0,0.20508
0,24596.52857142857,10,25200.0,0.0972
0,41911.90571428571,21,42600.0,2.46664
28,78300.0,0,78940.06714285714,1.1218800000000002
53,44700.0,0,45425.52428571429,3.51468
49,67500.0,0,68203.75571428571,2.90516
19,42000.0,0,42666.89428571428,1.87304
0,31101.907142857144,19,31800.0,2.7466
43,52800.0,0,53502.39,2.86692
0,58711.90571428571,21,59400.0,2.46664
25,39900.0,0,40529.19285714286,0.8174
0,30871.51,26,31500.0,0.7977200000000001
39,65400.0,0,66084.28285714285,2.35992
0,36163.65,44,36900.0,3.8178
0,77979.49571428572,23,78600.0,0.57412
0,43700.44857142857,17,44400.0,2.78744
56,79200.0,0,79930.54,3.65512
0,65563.65,44,66300.0,3.8178
20,28200.0,0,28871.95142857143,2.01464
1,73800.0,0,74407.08,0.19824
29,41400.0,0,42048.87714285714,1.36856
0,33471.432857142856,56,34200.0,3.59988
14,73200.0,0,73887.44142857143,2.44836
30,69900.0,0,70548.43142857144,1.35608
0,70411.90571428572,21,71100.0,2.46664
44,50400.0,0,51136.48428571429,3.82156
0,77854.36428571428,42,78600.0,4.0778
0,39474.48714285714,53,40200.0,3.5143600000000004
0,69800.44857142857,17,70500.0,2.78744
25,56400.0,0,57029.19285714286,0.8174
57,67200.0,0,67943.59857142858,4.02076
0,50092.92,1,50700.0,0.19824
36,75000.0,0,75698.15285714286,2.7482800000000003
23,27000.0,0,27620.504285714287,0.57412
0,51200.44857142857,17,51900.0,2.78744
14,72900.0,0,73587.44142857143,2.44836
8,75000.0,0,75643.78285714285,1.22592
37,59400.0,0,60074.86,2.09608
24,29700.0,0,30319.068571428572,0.53392
5,78000.0,0,78607.32428571429,0.20508
0,81570.81714285714,25,82200.0,0.8171200000000001
42,44400.0,0,45127.19857142857,3.56156
8,68100.0,0,68743.78285714285,1.22592
8,33300.0,0,33943.782857142854,1.22592
0,42270.817142857144,25,42900.0,0.8171200000000001
0,47906.96428571428,20,48600.0,2.605
34,45000.0,0,45667.47285714286,1.88924
0,29298.477142857144,43,30000.0,2.84264
15,63300.0,0,63994.29285714286,2.6401999999999997
0,31974.487142857142,53,32700.0,3.5143600000000004
0,56906.52714285714,48,57600.0,2.61724
0,39194.077142857146,16,39900.0,2.96584
0,34460.327142857146,28,35100.0,1.11084
44,50700.0,0,51436.48428571429,3.82156
0,35316.53428571428,39,36000.0,2.33704
36,42600.0,0,43298.15285714286,2.7482800000000003
0,35633.14142857143,34,36300.0,1.87204
10,29400.0,0,30003.47142857143,0.0972
5,78300.0,0,78907.32428571429,0.20508
20,27900.0,0,28571.95142857143,2.01464
0,37701.555714285714,18,38400.0,2.75644
1,18600.0,0,19207.08,0.19824
0,67674.48714285715,53,68400.0,3.5143600000000004
44,63600.0,0,64336.48428571429,3.82156
28,78000.0,0,78640.06714285714,1.1218800000000002
38,41700.0,0,42407.55285714286,3.01148
17,42600.0,0,43265.43571428571,1.8322
0,31796.52857142857,10,32400.0,0.0972
50,21300.0,0,22020.652857142857,3.37828
0,26988.878571428573,22,27600.0,0.3114
0,48851.13285714286,29,49500.0,1.36828
50,75300.0,0,76020.65285714286,3.37828
25,20400.0,0,21029.192857142854,0.8174
51,83700.0,0,84413.93142857144,3.19008
11,72000.0,0,72603.12857142858,0.0876
0,52097.06428571429,50,52800.0,2.8822
0,-638.3085714285714,27,0.0,1.07264
0,84247.23,9,84900.0,1.47756
22,75300.0,0,75911.49714285714,0.32192
29,47400.0,0,48048.87714285714,1.36856
20,85200.0,0,85871.95142857142,2.01464
0,60197.06428571429,50,60900.0,2.8822
37,51000.0,0,51674.86,2.09608
7,51000.0,0,51634.724285714285,0.97228
0,42811.90571428571,21,43500.0,2.46664
4,60900.0,0,61533.38571428571,0.9348
21,63900.0,0,64576.892857142855,2.153
35,52200.0,0,52881.62,2.2853600000000003
0,49792.92,1,50400.0,0.19824
0,52776.15285714286,6,53400.0,0.6677200000000001
43,62700.0,0,63402.39,2.86692
0,4686.091428571429,51,5400.0,3.1894400000000003
16,72000.0,0,72659.06428571428,1.6538
3,28200.0,0,28824.70857142857,0.69184
0,43696.26285714286,49,44400.0,2.90464
32,24900.0,0,25556.935714285715,1.5942
0,41096.52857142857,10,41700.0,0.0972
9,54000.0,0,54653.12142857143,1.4874
0,67374.48714285715,53,68100.0,3.5143600000000004
2,19500.0,0,20114.522857142856,0.40664
0,43974.188571428575,36,44700.0,3.52272
0,53076.15285714286,6,53700.0,0.6677200000000001
0,58411.90571428571,21,59100.0,2.46664
0,81561.69142857143,27,82200.0,1.07264
0,43101.90714285714,19,43800.0,2.7466
0,37418.397142857146,35,38100.0,2.28488
34,61800.0,0,62467.47285714286,1.88924
10,69000.0,0,69603.47142857143,0.0972
57,53700.0,0,54443.59857142857,4.02076
0,45518.397142857146,35,46200.0,2.28488
0,69556.56857142856,8,70200.0,1.21608
0,42201.90714285714,19,42900.0,2.7466
0,29060.327142857142,28,29700.0,1.11084
38,58200.0,0,58907.55285714286,3.01148
47,39600.0,0,40292.24,2.5827199999999997
0,52697.06428571429,50,53400.0,2.8822
0,37765.63428571429,7,38400.0,0.96224
53,45000.0,0,45725.52428571429,3.51468
0,26288.617142857143,45,27000.0,3.1187199999999997
0,37461.69142857143,27,38100.0,1.07264
0,50031.00571428571,33,50700.0,1.93184
18,62700.0,0,63366.54285714286,1.8632
0,4433.141428571428,34,5100.0,1.87204
5,50100.0,0,50707.32428571428,0.20508
2,51600.0,0,52214.52285714286,0.40664
0,59874.188571428575,36,60600.0,3.52272
0,32911.90571428571,21,33600.0,2.46664
4,36000.0,0,36633.38571428571,0.9348
0,53601.90714285714,19,54300.0,2.7466
0,55451.96142857143,30,56100.0,1.34508
0,35085.47714285714,2,35700.0,0.40664
0,63767.62,55,64500.0,3.70664
8,33000.0,0,33643.782857142854,1.22592
0,36576.15285714286,6,37200.0,0.6677200000000001
0,29598.477142857144,43,30300.0,2.84264
22,49800.0,0,50411.497142857144,0.32192
0,59254.31428571429,40,60000.0,4.0792
0,80081.30714285714,24,80700.0,0.5234
0,59616.53428571428,39,60300.0,2.33704
0,82151.13285714286,29,82800.0,1.36828
3,51600.0,0,52224.70857142857,0.69184
9,54600.0,0,55253.12142857143,1.4874
0,58100.44857142857,17,58800.0,2.78744
17,50100.0,0,50765.43571428571,1.8322
0,62564.79714285714,38,63300.0,3.78568
48,22200.0,0,22911.185714285715,3.1132
33,36600.0,0,37269.01857142857,1.93252
0,60518.397142857146,35,61200.0,2.28488
18,63000.0,0,63666.54285714286,1.8632
38,42000.0,0,42707.55285714286,3.01148
0,32031.005714285715,33,32700.0,1.93184
0,83006.96428571429,20,83700.0,2.605
0,61133.14142857143,34,61800.0,1.87204
28,86100.0,0,86740.06714285714,1.1218800000000002
0,54525.90571428571,37,55200.0,2.07464
0,52718.397142857146,35,53400.0,2.28488
29,32100.0,0,32748.87714285714,1.36856
1,18000.0,0,18607.08,0.19824
0,32096.52857142857,10,32700.0,0.0972
32,37800.0,0,38456.93571428571,1.5942
16,11400.0,0,12059.064285714288,1.6538
5,37800.0,0,38407.32428571428,0.20508
0,31161.69142857143,27,31800.0,1.07264
0,5033.141428571428,34,5700.0,1.87204
19,41700.0,0,42366.89428571428,1.87304
15,5100.0,0,5794.292857142857,2.6401999999999997
8,75300.0,0,75943.78285714285,1.22592
0,218.39714285714285,35,900.0,2.28488
6,63000.0,0,63624.20571428571,0.67776
40,57900.0,0,58618.03571428572,3.305
9,47100.0,0,47753.12142857143,1.4874
0,34071.432857142856,56,34800.0,3.59988
0,67364.79714285715,38,68100.0,3.78568
0,58954.31428571429,40,59700.0,4.0792
51,83100.0,0,83813.93142857144,3.19008
22,22800.0,0,23411.497142857144,0.32192
0,75501.90714285715,19,76200.0,2.7466
7,36600.0,0,37234.724285714285,0.97228
0,27757.454285714284,57,28500.0,3.99128
0,65254.36428571429,42,66000.0,4.0778
0,38971.51,26,39600.0,0.7977200000000001
55,74700.0,0,75432.72142857143,3.7162
0,43381.11,54,44100.0,3.32892
0,43151.13285714286,29,43800.0,1.36828
10,29700.0,0,30303.47142857143,0.0972
29,31800.0,0,32448.87714285714,1.36856
50,56700.0,0,57420.65285714286,3.37828
7,58500.0,0,59134.724285714285,0.97228
0,43681.11,54,44400.0,3.32892
20,84900.0,0,85571.95142857142,2.01464
0,70100.44857142857,17,70800.0,2.78744
42,64200.0,0,64927.19857142857,3.56156
0,5286.091428571429,51,6000.0,3.1894400000000003
0,56988.87857142857,22,57600.0,0.3114
49,42600.0,0,43303.75571428571,2.90516
